ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
756,"Marshall Islands, Rep. of the",MH,MHL,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
757,"Marshall Islands, Rep. of the",MH,MHL,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
758,"Marshall Islands, Rep. of the",MH,MHL,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
759,"Marshall Islands, Rep. of the",MH,MHL,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222,52.22222222
760,Martinique,MQ,MTQ,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,8.6436,8.6598,8.676,8.6922,8.7084,8.7246,8.7408,8.757,8.7732,8.8011,8.829,8.8569,8.8848,8.9127,8.9406,8.9685,8.9964,9.0243,9.0522,9.0882,9.1242,9.1602,9.1962,9.2322,9.2682,9.304,9.3402,9.3762,9.4122
761,Martinique,MQ,MTQ,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,48.02,48.11,48.2,48.29,48.38,48.47,48.56,48.65,48.74,48.895,49.05,49.205,49.36,49.515,49.67,49.825,49.98,50.135,50.29,50.49,50.69,50.89,51.09,51.29,51.49,51.689,51.89,52.09,52.29
762,Martinique,MQ,MTQ,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.1874219,100.3748438,100.5622657,100.7496876,100.9371095,101.1245314,101.3119534,101.4993753,101.8221574,102.1449396,102.4677218,102.790504,103.1132861,103.4360683,103.7588505,104.0816327,104.4044148,104.727197,105.1436901,105.5601833,105.9766764,106.3931695,106.8096626,107.2261558,107.640335,108.059142,108.4756352,108.8921283
763,Martinique,MQ,MTQ,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.1874219,100.3748438,100.5622657,100.7496876,100.9371095,101.1245314,101.3119534,101.4993753,101.8221574,102.1449396,102.4677218,102.790504,103.1132861,103.4360683,103.7588505,104.0816327,104.4044148,104.727197,105.1436901,105.5601833,105.9766764,106.3931695,106.8096626,107.2261558,107.6405664,108.059142,108.4756352,108.8921283
764,Martinique,MQ,MTQ,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
765,Martinique,MQ,MTQ,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,45.30188679,45.38679245,45.47169811,45.55660377,45.64150943,45.72641509,45.81132075,45.89622642,45.98113208,46.12735849,46.27358491,46.41981132,46.56603774,46.71226415,46.85849057,47.00471698,47.1509434,47.29716981,47.44339623,47.63207547,47.82075472,48.00943396,48.19811321,48.38679245,48.5754717,48.76320755,48.95283019,49.14150943,49.33018868
766,"Mauritania, Islamic Rep. of",MR,MRT,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,11.9409,11.8323,11.7237,11.6152,11.5066,11.398,11.2894,11.1808,11.0723,10.9643,10.8563,10.7484,10.6404,10.5324,10.4245,10.3165,10.2085,10.1006,9.9926,9.8847,9.7768,9.6689,9.561,9.4531,11.5604,11.4035,11.2486,11.0896,10.9292
767,"Mauritania, Islamic Rep. of",MR,MRT,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,465.16,459.72,454.28,448.84,443.4,437.96,432.52,427.08,421.64,416.2,410.76,405.32,399.88,394.44,389,383.56,378.12,372.68,367.24,361.8,356.36,350.92,345.48,340.04,334.6,329.2,323.7,318.3,312.8
768,"Mauritania, Islamic Rep. of",MR,MRT,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.09052082,98.18104163,97.2723999,96.36292072,95.45344153,94.54396235,93.63448316,92.72584144,91.821387,90.91693256,90.01331558,89.10886114,88.2044067,87.30078972,86.39633528,85.49188085,84.58826387,83.68380943,82.78019245,81.87657547,80.97295849,80.06934151,79.16572453,96.81347302,95.49950171,94.20227956,92.87072164,91.52743931
769,"Mauritania, Islamic Rep. of",MR,MRT,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,98.83050993,97.66101986,96.4915298,95.32203973,94.15254966,92.98305959,91.81356952,90.64407946,89.47458939,88.30509932,87.13560925,85.96611918,84.79662912,83.62713905,82.45764898,81.28815891,80.11866885,78.94917878,77.77968871,76.61019864,75.44070857,74.27121851,73.10172844,71.93223837,70.77134749,69.58895864,68.42806776,67.24567891
770,"Mauritania, Islamic Rep. of",MR,MRT,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070,103070
771,"Mauritania, Islamic Rep. of",MR,MRT,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.451304938,0.446026972,0.440749006,0.435471039,0.430193073,0.424915106,0.41963714,0.414359173,0.409081207,0.403803241,0.398525274,0.393247308,0.387969341,0.382691375,0.377413408,0.372135442,0.366857476,0.361579509,0.356301543,0.351023576,0.34574561,0.340467643,0.335189677,0.32991171,0.324633744,0.319394586,0.314058407,0.308819249,0.30348307
772,Mauritius,MU,MUS,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2.9999,3.0062,3.0125,3.0187,3.025,3.0312,3.0375,3.0437,3.05,3.0269,3.0039,2.9808,2.9577,2.9347,2.9116,2.8885,2.8655,2.8424,2.8194,2.818,2.8166,2.8152,2.8138,2.8124,2.8113,2.8377,2.8406,2.8436,2.8465
773,Mauritius,MU,MUS,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,41.242,41.328,41.414,41.5,41.586,41.672,41.758,41.844,41.93,41.576,41.222,40.868,40.514,40.16,39.806,39.452,39.098,38.744,38.39,38.372,38.354,38.336,38.318,38.3,38.29,38.65,38.69,38.73,38.77
774,Mauritius,MU,MUS,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.210007,100.420014,100.6266876,100.8366946,101.0433681,101.2533751,101.4600487,101.6700557,100.90003,100.1333378,99.36331211,98.59328644,97.82659422,97.05656855,96.28654288,95.51985066,94.74982499,93.98313277,93.93646455,93.88979633,93.8431281,93.79645988,93.74979166,93.71312377,94.59315311,94.68982299,94.78982633,94.88649622
775,Mauritius,MU,MUS,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.2085253,100.4170506,100.6255759,100.8341012,101.0426264,101.2511517,101.459677,101.6682023,100.809854,99.95150575,99.09315746,98.23480918,97.37646089,96.5181126,95.65976432,94.80141603,93.94306775,93.08471946,93.04107463,92.9974298,92.95378498,92.91014015,92.86649532,92.84224819,93.71514476,93.81213326,93.90912177,94.00611028
776,Mauritius,MU,MUS,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
777,Mauritius,MU,MUS,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,20.31625616,20.35862069,20.40098522,20.44334975,20.48571429,20.52807882,20.57044335,20.61280788,20.65517241,20.48078818,20.30640394,20.1320197,19.95763547,19.78325123,19.608867,19.43448276,19.26009852,19.08571429,18.91133005,18.90246305,18.89359606,18.88472906,18.87586207,18.86699507,18.86206897,19.03940887,19.0591133,19.07881773,19.09852217
778,Mayotte,YT,MYT,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,18.414,18.071,17.728,17.385,17.042,16.699,16.356,16.013,15.67,15.544,15.418,15.292,15.166,15.04,14.914,14.788,14.662,14.536,14.41,14.356,14.302,14.248,14.194,14.14,14.0864,14.04,13.99,13.94,13.89
779,Mayotte,YT,MYT,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,98.13728685,96.27457369,94.41186054,92.54914739,90.68643423,88.82372108,86.96100793,85.09829478,84.4140328,83.72977083,83.04550885,82.36124688,81.6769849,80.99272293,80.30846095,79.62419898,78.939937,78.25567503,77.9624199,77.66916477,77.37590963,77.0826545,76.78939937,76.4983165,76.24633431,75.97480178,75.70326925,75.43173672
780,Mayotte,YT,MYT,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4
781,Mayotte,YT,MYT,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,49.23529412,48.31818182,47.40106952,46.48395722,45.56684492,44.64973262,43.73262032,42.81550802,41.89839572,41.56149733,41.22459893,40.88770053,40.55080214,40.21390374,39.87700535,39.54010695,39.20320856,38.86631016,38.52941176,38.38502674,38.24064171,38.09625668,37.95187166,37.80748663,37.66417112,37.54010695,37.40641711,37.27272727,37.13903743
782,Mexico,MX,MEX,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1931.2182,1925.1333,1919.0483,1912.9633,1906.8784,1900.7934,1894.7085,1888.6235,1882.5386,1900.7379,1918.9372,1937.1365,1955.3358,1973.5351,1991.7344,2009.9337,2028.1331,2046.3324,2064.5317,2060.7544,2056.9771,2053.1998,2049.4225,2045.6453,2041.7051,2037.7647,2033.8243,2029.8842,2025.9437
783,Mexico,MX,MEX,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,70149.59,69928.56,69707.53,69486.5,69265.47,69044.44,68823.41,68602.38,68381.35,68237.546,68093.742,67949.938,67806.134,67662.33,67518.526,67374.722,67230.918,67087.114,66943.31,66820.83,66698.35,66575.87,66453.39,66330.91,66203.15,66075.38,65947.61,65819.85,65692.08
784,Mexico,MX,MEX,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.68491908,99.36983299,99.05474689,98.73966598,98.42457988,98.10949897,97.79441287,97.47933196,98.42170605,99.36408014,100.3064542,101.2488283,102.1912024,103.1335765,104.0759506,105.0183299,105.960704,106.9030781,106.7074865,106.5118949,106.3163034,106.1207118,105.9251254,105.7210987,105.5170617,105.3130247,105.1090032,104.904961
785,Mexico,MX,MEX,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.68491619,99.36983238,99.05474857,98.73966476,98.42458096,98.10949715,97.79441334,97.47932953,97.27433332,97.06933711,96.8643409,96.65934469,96.45434849,96.24935228,96.04435607,95.83935986,95.63436365,95.42936744,95.25476913,95.08017082,94.90557251,94.73097419,94.55637588,94.3742508,94.19211146,94.00997212,93.82784703,93.64570769
786,Mexico,MX,MEX,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395,194395
787,Mexico,MX,MEX,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,36.08610818,35.9724067,35.85870521,35.74500373,35.63130225,35.51760076,35.40389928,35.29019779,35.17649631,35.10252116,35.028546,34.95457085,34.88059569,34.80662054,34.73264539,34.65867023,34.58469508,34.51071993,34.43674477,34.37373904,34.3107333,34.24772757,34.18472183,34.12171609,34.05599424,33.99026724,33.92454024,33.85881839,33.79309139
788,"Micronesia, Federated States of",FM,FSM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,20.2261,20.234,20.2419,20.2499,20.2578,20.2658,20.2737,20.2817,20.2896,20.2977,20.3057,20.3138,20.3219,20.3299,20.338,20.3461,20.3541,20.3622,20.3703,20.3782,20.3862,20.3942,20.4022,20.4102,20.4198,20.4293,20.4388,20.4483,20.4579
789,"Micronesia, Federated States of",FM,FSM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,63.636,63.664,63.692,63.72,63.748,63.776,63.804,63.832,63.86,63.887,63.914,63.941,63.968,63.995,64.022,64.049,64.076,64.103,64.13,64.158,64.186,64.214,64.242,64.27,64.3,64.33,64.36,64.39,64.42
790,"Micronesia, Federated States of",FM,FSM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.0390584,100.0781169,100.1176697,100.1567282,100.196281,100.2353395,100.2748923,100.3139508,100.3539981,100.3935509,100.4335982,100.4736454,100.5131983,100.5532456,100.5932928,100.6328457,100.6728929,100.7129402,100.7519987,100.7915515,100.8311044,100.8706572,100.9102101,100.9576735,101.0046425,101.0516115,101.0985805,101.146044
791,"Micronesia, Federated States of",FM,FSM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.0440003,100.0880005,100.1320008,100.176001,100.2200013,100.2640015,100.3080018,100.352002,100.3944308,100.4368596,100.4792885,100.5217173,100.5641461,100.6065749,100.6490037,100.6914325,100.7338613,100.7762902,100.8202904,100.8642907,100.9082909,100.9522912,100.9962914,101.0434345,101.0905777,101.1377208,101.1848639,101.232007
792,"Micronesia, Federated States of",FM,FSM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
793,"Micronesia, Federated States of",FM,FSM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,90.90857143,90.94857143,90.98857143,91.02857143,91.06857143,91.10857143,91.14857143,91.18857143,91.22857143,91.26714286,91.30571429,91.34428571,91.38285714,91.42142857,91.46,91.49857143,91.53714286,91.57571429,91.61428571,91.65428571,91.69428571,91.73428571,91.77428571,91.81428571,91.85714286,91.9,91.94285714,91.98571429,92.02857143
794,"Moldova, Rep. of",MD,MDA,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,19.9989,20.1143,20.2297,20.3452,20.4606,20.576,20.6914,20.8069,20.9223,21.2272,21.5322,21.8371,22.1421,22.447,22.752,23.0569,23.3619,23.6668,23.9717,24.1241,24.2764,24.4288,24.5811,24.7335,24.7399,24.7399,24.7399,24.7399,24.7399
795,"Moldova, Rep. of",MD,MDA,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,329.2,331.1,333,334.9,336.8,338.7,340.6,342.5,344.4,347.41,350.42,353.43,356.44,359.45,362.46,365.47,368.48,371.49,374.5,376.88,379.26,381.64,384.02,386.4,386.5,386.5,386.5,386.5,386.5
796,"Moldova, Rep. of",MD,MDA,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.5770317,101.1540635,101.7315952,102.308627,102.8856587,103.4626904,104.0402222,104.6172539,106.1418378,107.6669217,109.1915055,110.7165894,112.2411733,113.7662571,115.290841,116.8159249,118.3405087,119.8650926,120.6271345,121.3886764,122.1507183,122.9122602,123.6743021,123.7063038,123.7063038,123.7063038,123.7063038,123.7063038
797,"Moldova, Rep. of",MD,MDA,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.5771567,101.1543135,101.7314702,102.308627,102.8857837,103.4629405,104.0400972,104.6172539,105.5315917,106.4459295,107.3602673,108.2746051,109.1889429,110.1032807,111.0176185,111.9319563,112.846294,113.7606318,114.4835966,115.2065614,115.9295261,116.6524909,117.3754557,117.4058323,117.4058323,117.4058323,117.4058323,117.4058323
798,"Moldova, Rep. of",MD,MDA,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,3287,3295,3294,3293,3293,3292,3291,3290,3288,3288,3288,3287,3288,3289,3289,3289,3289,3289,3285,3285,3286,3288,3288,3288,3288,3289,3288.53,3288.59,3288.46
799,"Moldova, Rep. of",MD,MDA,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,10.01521144,10.04855842,10.10928962,10.1700577,10.22775585,10.28857837,10.34943786,10.41033435,10.47445255,10.56599757,10.65754258,10.75235777,10.8406326,10.92885375,11.02037093,11.11188811,11.20340529,11.29492247,11.40030441,11.47275495,11.54169203,11.60705596,11.67944039,11.75182482,11.75486618,11.75129219,11.75297169,11.75275726,11.75322187
800,Mongolia,MN,MNG,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,540.4061,540.074,539.7419,539.4097,539.0776,538.7454,538.4133,538.0812,537.749,537.4474,537.1458,536.8442,536.5426,536.241,535.9394,535.6378,535.3362,535.0346,534.733,534.691,534.649,534.607,534.565,534.523,534.4812,534.4393,534.3975,534.3557,534.3138
801,Mongolia,MN,MNG,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,14334.38,14325.57,14316.76,14307.95,14299.14,14290.33,14281.52,14272.71,14263.9,14255.9,14247.9,14239.9,14231.9,14223.9,14215.9,14207.9,14199.9,14191.9,14183.9,14182.786,14181.672,14180.558,14179.444,14178.33,14177.22,14176.11,14175,14173.89,14172.78
802,Mongolia,MN,MNG,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.93854622,99.87709243,99.81562014,99.75416636,99.69269407,99.63124028,99.5697865,99.50831421,99.45250433,99.39669445,99.34088457,99.28507469,99.22926481,99.17345493,99.11764505,99.06183516,99.00602528,98.9502154,98.94244347,98.93467154,98.9268996,98.91912767,98.91135574,98.90362081,98.89586739,98.88813246,98.88039754,98.87264411
803,Mongolia,MN,MNG,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.93853937,99.87707874,99.81561812,99.75415749,99.69269686,99.63123623,99.5697756,99.50831497,99.4525051,99.39669522,99.34088534,99.28507546,99.22926558,99.17345571,99.11764583,99.06183595,99.00602607,98.95021619,98.94244467,98.93467314,98.92690162,98.91913009,98.91135857,98.90361495,98.89587132,98.8881277,98.88038408,98.87264046
