ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
304,Côte d'Ivoire,CI,CIV,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,22.9546478,22.0878522,21.2210566,20.35426101,19.48746541,18.62066981,17.75387421,16.88707862,16.02028302,15.66529245,15.31030189,14.95531132,14.60032075,14.24533019,13.89033962,13.53534906,13.18035849,12.82536792,12.47037736,12.11538994,11.76040252,11.40541509,11.05042767,10.69544025,10.34044025,9.985440252,9.630440252,9.275471698,8.920471698
305,"Croatia, Rep. of",HR,HRV,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,183.9734,184.2094,184.4453,184.6813,184.9172,185.1532,185.3891,185.625,185.861,186.0909,186.3208,186.5507,186.7806,187.0105,187.2404,187.4703,187.7002,187.9301,188.16,188.5721,188.9841,189.3962,189.8083,190.2203,192.2004,193.354,194.2233,195.1909,196.1604
306,"Croatia, Rep. of",HR,HRV,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1857,1860.5,1864,1867.5,1871,1874.5,1878,1881.5,1885,1888.5,1892,1895.5,1899,1902.5,1906,1909.5,1913,1916.5,1920,1920.4,1920.8,1921.2,1921.6,1922,1924.1202,1931.6084,1934.11,1936.61,1939.11
307,"Croatia, Rep. of",HR,HRV,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.1282794,100.2565045,100.3847839,100.5130089,100.6412884,100.7695134,100.8977385,101.0260179,101.1509816,101.2759453,101.400909,101.5258728,101.6508365,101.7758002,101.9007639,102.0257276,102.1506913,102.2756551,102.4996548,102.7236003,102.9476,103.1715998,103.3955452,104.4718421,105.0988893,105.5714033,106.0973489,106.6243272
308,"Croatia, Rep. of",HR,HRV,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.188476,100.3769521,100.5654281,100.7539041,100.9423802,101.1308562,101.3193323,101.5078083,101.6962843,101.8847604,102.0732364,102.2617124,102.4501885,102.6386645,102.8271405,103.0156166,103.2040926,103.3925687,103.4141088,103.4356489,103.457189,103.4787291,103.5002693,103.6144426,104.0176844,104.1523963,104.2870221,104.4216478
309,"Croatia, Rep. of",HR,HRV,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5591,5591,5591,5591,5598,5598,5591,5591,5591.2,5591.2,5591.2,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596.4,5596
310,"Croatia, Rep. of",HR,HRV,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,33.21409408,33.27669469,33.3392953,33.4018959,33.42265095,33.48517328,33.58969773,33.65229834,33.71369295,33.77629131,33.83888968,33.86998785,33.93252805,33.99506826,34.05760846,34.12014867,34.18268887,34.24522908,34.30776928,34.31491673,34.32206418,34.32921164,34.33635909,34.34350654,34.38139161,34.51519548,34.55989565,34.60456722,34.65171551
311,Cuba,CU,CUB,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,141.5474,144.4998,147.4521,150.4044,153.3567,156.3091,159.2614,162.2137,165.1661,167.9625,170.759,173.5555,176.352,179.1484,181.9449,184.7414,187.5379,190.3344,193.1308,196.5972,200.0635,203.5298,206.9961,210.4624,214.3921,214.6204,214.6204,214.6204,214.6204
312,Cuba,CU,CUB,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2133.4,2171.1,2208.8,2246.5,2284.2,2321.9,2359.6,2397.3,2435,2484.7,2534.4,2584.1,2633.8,2683.5,2733.2,2782.9,2832.6,2882.3,2932,2982.4,3032.8,3083.2,3133.6,3184,3241,3242,3242,3242,3242
313,Cuba,CU,CUB,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,102.0858031,104.1715355,106.2572679,108.3430003,110.4288034,112.5145358,114.6002682,116.6860712,118.6616639,120.6373271,122.6129904,124.5886537,126.5642463,128.5399096,130.5155729,132.4912362,134.4668994,136.4424921,138.8914244,141.340286,143.7891477,146.2380093,148.686871,151.4631141,151.6244029,151.6244029,151.6244029,151.6244029
314,Cuba,CU,CUB,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,101.7671323,103.5342646,105.3013968,107.0685291,108.8356614,110.6027937,112.3699259,114.1370582,116.4666729,118.7962876,121.1259023,123.455517,125.7851317,128.1147464,130.4443611,132.7739758,135.1035905,137.4332052,139.7956314,142.1580576,144.5204837,146.8829099,149.2453361,151.9171276,151.9640011,151.9640011,151.9640011,151.9640011
315,Cuba,CU,CUB,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,10740,10740,10740,10740,10740,10740,10740,10740,10740,10740,10639,10640,10641,10644,10643,10644,10644,10644,10644,10686.3,10664.9,10422,10402,10410,10404,10380,10380,10380,10380
316,Cuba,CU,CUB,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,19.86405959,20.2150838,20.56610801,20.91713222,21.26815642,21.61918063,21.97020484,22.32122905,22.67225326,23.13500931,23.82178776,24.28665414,24.75143314,25.2113867,25.68072912,26.14524615,26.61217587,27.0791056,27.54603533,27.90863068,28.43720991,29.58357321,30.12497597,30.58597502,31.1514802,31.23314066,31.23314066,31.23314066,31.23314066
317,Cyprus,CY,CYP,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2.7107,2.7297,2.7487,2.7676,2.7866,2.8056,2.8245,2.8435,2.8625,2.9343,3.0062,3.0781,3.15,3.2218,3.2937,3.3656,3.4375,3.5094,3.5812,3.6678,3.7543,3.8408,3.9273,4.0138,4.0805,4.1473,4.2176,4.2827,4.3529
318,Cyprus,CY,CYP,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,163.21,164.26,165.31,166.36,167.41,168.46,169.51,170.56,171.61,171.733,171.856,171.979,172.102,172.225,172.348,172.471,172.594,172.717,172.84,172.814,172.788,172.762,172.736,172.71,172.61,172.59,172.57,172.55,172.53
319,Cyprus,CY,CYP,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.700926,101.4018519,102.0990888,102.8000148,103.5009407,104.1981776,104.8991036,105.6000295,108.2487918,110.9012432,113.5536946,116.206146,118.8549083,121.5073597,124.1598111,126.8122625,129.4647139,132.1134762,135.308223,138.4992806,141.6903383,144.8813959,148.0724536,150.5330726,152.9973808,155.5908068,157.9924005,160.5821375
320,Cyprus,CY,CYP,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.6433429,101.2866859,101.9300288,102.5733717,103.2167147,103.8600576,104.5034005,105.1467435,105.2221065,105.2974695,105.3728325,105.4481956,105.5235586,105.5989216,105.6742847,105.7496477,105.8250107,105.9003738,105.8844434,105.868513,105.8525826,105.8366522,105.8207218,105.759451,105.7471969,105.7349427,105.7226886,105.7104344
321,Cyprus,CY,CYP,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924,924
322,Cyprus,CY,CYP,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,17.66341991,17.77705628,17.89069264,18.004329,18.11796537,18.23160173,18.3452381,18.45887446,18.57251082,18.58582251,18.5991342,18.61244589,18.62575758,18.63906926,18.65238095,18.66569264,18.67900433,18.69231602,18.70562771,18.70281385,18.7,18.69718615,18.69437229,18.69155844,18.68073593,18.67857143,18.67640693,18.67424242,18.67207792
323,Czech Rep.,CZ,CZE,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,203.3008157,206.3766,208.9862,211.5959,214.2056,216.8153,219.425,222.0347,224.6444,226.572,228.4997,230.4273,232.355,234.2826,236.2103,238.1379,240.0656,241.9933,243.9209,244.9449,245.9689,246.9929,248.0169,249.0408,250.2984,251.6169,253.9796,255.5427,257.1345
324,Czech Rep.,CZ,CZE,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2631.386286,2631.781,2632.568,2633.355,2634.142,2634.929,2635.716,2636.503,2637.29,2639.299,2641.308,2643.317,2645.326,2647.335,2649.344,2651.353,2653.362,2655.371,2657.38,2659.582,2661.784,2663.986,2666.188,2668.39,2669.85,2671.66,2673.47,2675.28,2677.09
325,Czech Rep.,CZ,CZE,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,101.5129227,102.7965379,104.0802022,105.3638665,106.6475308,107.9311951,109.2148594,110.4985237,111.4466753,112.3948761,113.3430278,114.2912286,115.2393802,116.187581,117.1357327,118.0839335,119.0321343,119.9802859,120.483973,120.9876601,121.4913473,121.9950344,122.4986723,123.117263,123.7658094,124.9279788,125.6968395,126.4798172
326,Czech Rep.,CZ,CZE,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.0150002,100.0449084,100.0748166,100.1047248,100.134633,100.1645412,100.1944494,100.2243576,100.3007052,100.3770527,100.4534003,100.5297479,100.6060955,100.6824431,100.7587907,100.8351383,100.9114859,100.9878335,101.0715156,101.1551977,101.2388798,101.322562,101.4062441,101.4617282,101.5305132,101.5992982,101.6680833,101.7368683
327,Czech Rep.,CZ,CZE,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,7726.383664,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,7727,7726,7726,7725,7725,7724,7724,7723,7723,7723,7722,7722,7721,7721,7721,7721,7720.55,7719.853
328,Czech Rep.,CZ,CZE,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34.05715274,34.05954445,34.06972952,34.07991459,34.09009965,34.10028472,34.11046978,34.12065485,34.13083991,34.15683965,34.18283939,34.20883914,34.23927,34.2652731,34.29571521,34.32172168,34.35217504,34.37818488,34.40864949,34.43716172,34.46567396,34.4986532,34.52716913,34.5601606,34.57907007,34.60251263,34.62595519,34.65141732,34.67799193
329,Denmark,DK,DNK,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,30.9801,31.2045,31.429,31.6534,31.8778,32.1022,32.3267,32.5511,32.7755,33.0943,33.4131,33.732,34.0508,34.3696,34.6884,35.0072,35.326,35.6448,35.9636,36.8105,37.6574,38.5043,39.3512,40.1982,40.2843,40.4012,40.4632,40.5239,40.5847
330,Denmark,DK,DNK,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,539.472,543.488,547.504,551.52,555.536,559.552,563.568,567.584,571.6,573.089,574.578,576.067,577.556,579.045,580.534,582.023,583.512,585.001,586.49,594.128,601.766,609.404,617.042,624.68,624.66,625.6,626.56,627.5,628.44
331,Denmark,DK,DNK,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.7243359,101.4489947,102.1733306,102.8976666,103.6220025,104.3466612,105.0709972,105.7953331,106.8243808,107.8534285,108.882799,109.9118466,110.9408943,111.969942,112.9989897,114.0280374,115.057085,116.0861327,118.819823,121.5535134,124.2872037,127.0208941,129.7549072,130.0328275,130.4101665,130.610295,130.8062272,131.0024822
332,Denmark,DK,DNK,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100.7444316,101.4888632,102.2332948,102.9777264,103.722158,104.4665896,105.2110211,105.9554527,106.2314634,106.507474,106.7834846,107.0594952,107.3355058,107.6115164,107.8875271,108.1635377,108.4395483,108.7155589,110.1313877,111.5472165,112.9630453,114.3788742,115.794703,115.7909956,115.9652401,116.1431919,116.3174363,116.4916808
333,Denmark,DK,DNK,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
334,Denmark,DK,DNK,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,13.4868,13.5872,13.6876,13.788,13.8884,13.9888,14.0892,14.1896,14.29,14.327225,14.36445,14.401675,14.4389,14.476125,14.51335,14.550575,14.5878,14.625025,14.66225,14.8532,15.04415,15.2351,15.42605,15.617,15.6165,15.64,15.664,15.6875,15.711
335,Djibouti,DJ,DJI,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3018,0.3019,0.3019,0.3018,0.3018
336,Djibouti,DJ,DJI,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.61,5.64,5.7,5.8
337,Djibouti,DJ,DJI,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0331345,100.0331345,100,100
